n_seasons,spearman_mean,spearman_sd,kendall_mean,kendall_sd,top1,top3,ndcg_mean,ndcg_sd
7,0.46543312213517646,0.12585505429962773,0.3292549947521093,0.11053206385110809,0.2857142857142857,0.7142857142857143,0.7529791334096041,0.14189237789726059
