n_seasons,spearman_mean,spearman_sd,kendall_mean,kendall_sd,kendall_top3_mean,kendall_top3_sd,mse_top3_mean,mse_top3_sd,se_top1_mean,se_top1_sd,top1,top3,ndcg_mean,ndcg_sd,loglik_mean,loglik_sd,loglik_per_item_mean,loglik_per_item_sd
34,0.42508200653513106,0.2183760231807371,0.3091723987540221,0.167773951325079,0.09803921568627448,0.6743467309678628,16.91176470588235,15.150492835385922,25.029411764705884,39.93136937608769,0.2647058823529412,0.9705882352941176,0.7540119926222278,0.13260200833583471,-20.26334936022173,4.221240366269823,-1.6204286256637943,0.12762393477819994
