npseudo,min_partner,min_state,min_country,lambda,spearman_mean,kendall_mean,top1_mean,top3_mean,ndcg_mean
0.5,1,3,3,10,0.3839523221876163,0.27414314080980745,0.18518518518518517,0.9259259259259259,0.7252043693133858
2,1,1,3,1,0.3737321864772845,0.2740035684480129,0.18518518518518517,0.8518518518518519,0.7281925622491171
2,1,1,1,1,0.3759839289251054,0.27387406831851274,0.18518518518518517,0.8518518518518519,0.7226714875315733
0.5,1,1,1,1,0.3771711585437076,0.273859679415235,0.14814814814814814,0.8148148148148148,0.7122088757483777
1,3,1,2,10,0.3815087962146786,0.2736496014273792,0.18518518518518517,0.9259259259259259,0.7182121453464697
1,3,5,2,10,0.3720596034321525,0.27343232898788455,0.2222222222222222,0.9259259259259259,0.7302705384771156
2,3,5,2,10,0.36882003254552276,0.2730999453221675,0.2222222222222222,0.9259259259259259,0.7349114461925278
2,1,5,1,1,0.36828803005273597,0.2730740452962675,0.2222222222222222,0.8518518518518519,0.7336032786811955
1,3,5,3,10,0.3724999038724529,0.2729315951538174,0.18518518518518517,0.8888888888888888,0.7243388512250319
0.5,2,1,2,10,0.38001225354166535,0.2728481395148062,0.18518518518518517,0.9259259259259259,0.7170617517836295
1,1,1,1,1,0.3782651625788881,0.27284526173415063,0.14814814814814814,0.8148148148148148,0.7131252413116074
2,5,5,3,10,0.3613972447305781,0.272705689372356,0.14814814814814814,0.9259259259259259,0.7145029624317297
1,5,1,5,10,0.3833511078609118,0.2726380615269504,0.14814814814814814,0.8518518518518519,0.706230356956461
0.5,1,1,3,10,0.3795032491110923,0.2725776281331837,0.18518518518518517,0.8888888888888888,0.7186080882522976
0.5,3,5,2,10,0.37532249885191066,0.2725013669458114,0.2222222222222222,0.9259259259259259,0.7336114020688841
2,1,5,2,10,0.36979683352232373,0.2723977668422113,0.14814814814814814,0.9629629629629629,0.7201858881056511
2,5,1,1,1,0.378130148718384,0.27235603902270566,0.14814814814814814,0.8888888888888888,0.7167878785851919
1,5,3,5,10,0.37014626622469765,0.2721661054994388,0.14814814814814814,0.8888888888888888,0.7097807149991053
2,3,3,5,10,0.38132267151875,0.27206106650551093,0.18518518518518517,0.9259259259259259,0.7168603944189114
1,2,5,5,10,0.36447789683083803,0.27199919422141644,0.14814814814814814,0.9259259259259259,0.7118969508826387
2,3,5,3,10,0.36937046250771743,0.2718222107110996,0.18518518518518517,0.8888888888888888,0.72748530560461
1,3,5,2,1,0.3744710989809029,0.27177184954962735,0.2222222222222222,0.8888888888888888,0.7395065486201576
2,5,5,1,10,0.3612023415944985,0.2713934213934214,0.18518518518518517,0.8888888888888888,0.7236797699472152
1,2,5,3,10,0.3638533579710051,0.2712696768252324,0.14814814814814814,0.8888888888888888,0.7115672717933532
0.5,1,5,1,10,0.36618798775661526,0.2712193156637601,0.14814814814814814,0.8888888888888888,0.7167552045958702
0.5,3,5,1,1,0.36567394116413726,0.27118909896687676,0.2222222222222222,0.8148148148148148,0.733112882535646
0.5,1,5,2,10,0.3674262556615498,0.2710408932631155,0.14814814814814814,0.9259259259259259,0.7156656742024375
0.5,5,1,1,10,0.37434791062242045,0.2709502431724654,0.14814814814814814,0.8888888888888888,0.7043478873943824
0.5,3,5,5,10,0.37472037766155414,0.27093873204984315,0.18518518518518517,0.8888888888888888,0.7235772230179456
0.5,5,1,5,10,0.37527900567116257,0.2707775763331319,0.14814814814814814,0.8518518518518519,0.7039551386626671
2,3,5,1,10,0.36457982830531854,0.27073440962329853,0.2222222222222222,0.8888888888888888,0.7333341814687022
2,2,1,1,1,0.37220299671280066,0.27068404846182625,0.18518518518518517,0.8518518518518519,0.7226457109566762
0.5,2,1,1,10,0.37387677681795334,0.27055167055167056,0.18518518518518517,0.8888888888888888,0.71595511949261
0.5,3,3,1,10,0.37806155355174964,0.270463898241676,0.2222222222222222,0.8888888888888888,0.7264198237308813
0.5,5,1,2,10,0.3772380488066763,0.27045382600938156,0.14814814814814814,0.8888888888888888,0.7031180117944297
1,5,5,2,10,0.3569770099181864,0.27044807044807045,0.14814814814814814,0.8888888888888888,0.7175505556457066
1,1,5,1,1,0.36162744299999205,0.2704221704221704,0.2222222222222222,0.8518518518518519,0.7320105306572162
1,1,1,2,1,0.37376671984515125,0.27041209818987594,0.14814814814814814,0.8888888888888888,0.7217117988745878
0.5,1,3,2,10,0.38200067905950263,0.27039195372528707,0.2222222222222222,0.9259259259259259,0.7302927370725752
0.5,5,5,1,0.1,0.3743375723767881,0.27031713142824254,0.25925925925925924,0.8888888888888888,0.7434967564701783
1,2,5,2,1,0.35714608557745814,0.2702638924861147,0.18518518518518517,0.9259259259259259,0.7236788843087154
1,5,3,3,10,0.36921517117595554,0.2702538202538203,0.14814814814814814,0.9259259259259259,0.7082475361733604
2,1,2,3,10,0.3777502816718503,0.2702523813634925,0.14814814814814814,0.9629629629629629,0.7131263582327013
2,3,1,2,1,0.3663384908482948,0.27021353132464243,0.2222222222222222,0.9259259259259259,0.7387435072783313
2,1,2,2,10,0.3708088208088208,0.27016460905349793,0.18518518518518517,0.9629629629629629,0.7204154255888398
0.5,2,3,2,10,0.3776174080095649,0.2701387090275979,0.2222222222222222,0.9259259259259259,0.7285699839007674
1,3,1,5,1,0.36630758493503596,0.26992719214941435,0.2222222222222222,0.8518518518518519,0.7299981449416233
1,2,5,2,10,0.36264313029018913,0.26980632536188093,0.14814814814814814,0.9259259259259259,0.7144128777753892
0.5,3,1,2,10,0.3803354597472245,0.2697257475035253,0.18518518518518517,0.9259259259259259,0.7163837604634963
0.5,5,5,5,10,0.3589779138798747,0.26965236409680854,0.14814814814814814,0.9259259259259259,0.71505572641184445
0.5,2,3,1,10,0.37121444278307025,0.2696207085095974,0.2222222222222222,0.8888888888888888,0.7265553096812191
1,3,5,3,1,0.36701595427085626,0.2694825750381306,0.18518518518518517,0.8888888888888888,0.7271357096617606
2,2,5,5,10,0.36173793526734704,0.26942645831534723,0.14814814814814814,0.9629629629629629,0.7155233818343788
2,5,5,2,1,0.3730314710706868,0.269401997179775,0.18518518518518517,0.8888888888888888,0.7338924084453142
0.5,3,1,5,10,0.38103954868660755,0.26938904716682494,0.14814814814814814,0.8888888888888888,0.7088042355105143
2,5,5,1,1,0.36755557441831954,0.2691645802756914,0.18518518518518517,0.8518518518518519,0.7305402916345225
2,3,5,1,1,0.37131194876292917,0.26911134133356357,0.2222222222222222,0.8148148148148148,0.7374618235435363
2,5,1,5,1,0.37009283381832403,0.269095513539958,0.14814814814814814,0.8148148148148148,0.7210118917462213
0.5,5,1,3,10,0.37496450535666226,0.2690509079397968,0.14814814814814814,0.8888888888888888,0.7041038622564224
1,3,1,2,1,0.367395386022837,0.2688509021842355,0.2222222222222222,0.9259259259259259,0.7358806342875355
1,3,5,1,10,0.3665099243530616,0.2688350743906299,0.2222222222222222,0.8888888888888888,0.7270692940984832
2,3,1,5,1,0.37197221805064945,0.2687544965322743,0.18518518518518517,0.8518518518518519,0.7232055027589374
2,5,5,2,0.1,0.3726891119047982,0.26868255201588537,0.18518518518518517,0.8888888888888888,0.7328568170398857
2,5,1,3,1,0.36737456443338795,0.26861780195113527,0.14814814814814814,0.8518518518518519,0.72067795963822745
0.5,1,3,1,10,0.37212217702413786,0.26857319635097415,0.2222222222222222,0.8888888888888888,0.7289995589515328
1,5,1,2,1,0.3672968643556879,0.26851995740884627,0.14814814814814814,0.8888888888888888,0.7195137432035549
0.5,3,5,1,10,0.36787192473466984,0.2684839851506518,0.2222222222222222,0.8888888888888888,0.7275391811216558
2,1,5,2,1,0.3656240636632794,0.26843218509885175,0.18518518518518517,0.9259259259259259,0.7295336730694191
0.5,2,5,5,10,0.3643073339151771,0.2683890183890184,0.14814814814814814,0.8888888888888888,0.7134574597017008
0.5,3,1,2,1,0.3660670846945357,0.2681257014590348,0.18518518518518517,0.9259259259259259,0.7283875764932493
2,5,1,2,1,0.3676995118171589,0.2680753402975625,0.14814814814814814,0.8888888888888888,0.72099529822353
1,5,1,3,1,0.36570832943381965,0.2679444012777346,0.14814814814814814,0.8888888888888888,0.7196822773587784
1,5,1,5,1,0.36472282256595984,0.2679170623615068,0.14814814814814814,0.8148148148148148,0.720624554606844
1,5,5,2,1,0.3722802614959478,0.2678954790065901,0.18518518518518517,0.8888888888888888,0.7308575392209524
2,3,5,3,1,0.3682937251564703,0.2678695789806901,0.18518518518518517,0.8518518518518519,0.7296003966637271
1,5,1,1,1,0.3715514333161392,0.2677314455092233,0.14814814814814814,0.8888888888888888,0.714460976641283
2,5,5,3,0.1,0.3692950114518742,0.2676148953926732,0.14814814814814814,0.8888888888888888,0.7193265449415969
1,1,1,5,1,0.36883755315127864,0.2675501453279231,0.18518518518518517,0.8518518518518519,0.7234471956958195
2,3,1,1,0.1,0.3577251724310548,0.26744942300497854,0.14814814814814814,0.8518518518518519,0.7152208075267518
1,3,5,5,1,0.364219912259128,0.26742927854038967,0.18518518518518517,0.8888888888888888,0.7264771004619393
0.5,3,1,1,10,0.37421195362371834,0.2673084117528562,0.18518518518518517,0.8888888888888888,0.7149973076823438
0.5,5,5,2,10,0.35713810517732086,0.26700048922271147,0.14814814814814814,0.8888888888888888,0.7163414898832875
1,5,5,5,10,0.3574814074814075,0.266977466977467,0.14814814814814814,0.9259259259259259,0.7171237042825226
0.5,5,3,5,10,0.3742804036921684,0.2669328613773058,0.14814814814814814,0.9259259259259259,0.7096298402394382
0.5,5,5,3,10,0.35538996225270736,0.26677170566059455,0.14814814814814814,0.8888888888888888,0.7121416801637351
2,2,5,3,10,0.361579814520991,0.26673717229272786,0.14814814814814814,0.9629629629629629,0.7163930918358691
2,2,5,2,10,0.35913835619717976,0.2666076721632277,0.14814814814814814,0.9629629629629629,0.7190840760724592
0.5,1,3,5,10,0.3766699168659953,0.266534288756511,0.18518518518518517,0.9259259259259259,0.7215657294919513
1,3,1,3,1,0.36194528057273156,0.26650263316929984,0.2222222222222222,0.8888888888888888,0.7294369171719522
0.5,3,5,2,1,0.36928942517177815,0.26649543871766096,0.2222222222222222,0.8888888888888888,0.7384876120341579
0.5,2,5,3,10,0.36124151810426325,0.26645802756913867,0.14814814814814814,0.8888888888888888,0.7136199438443942
0.5,3,1,3,10,0.3764561146914088,0.2662508273619385,0.14814814814814814,0.8888888888888888,0.7088750136310795
2,5,5,3,1,0.35982245786167355,0.26615586060030505,0.14814814814814814,0.8888888888888888,0.7185253267411696
1,5,5,1,0.1,0.36777543444210115,0.2660925494258828,0.2222222222222222,0.8888888888888888,0.7366031315036763
0.5,3,3,3,10,0.37456980202078244,0.2660810383032605,0.18518518518518517,0.8888888888888888,0.7161498303092084
1,5,5,3,1,0.36647027627419787,0.2659918271029382,0.14814814814814814,0.8888888888888888,0.7199838221331047
1,5,5,3,10,0.35458354281883697,0.26596304929638265,0.14814814814814814,0.8888888888888888,0.7129565345230489
0.5,5,3,2,10,0.36981199628258454,0.2659443437221215,0.14814814814814814,0.8888888888888888,0.7085483625129535
0.5,3,3,5,10,0.37548424705287453,0.2658608880831103,0.18518518518518517,0.9259259259259259,0.7158905645354459
2,1,5,1,10,0.35836208091110056,0.2657285101729546,0.14814814814814814,0.8888888888888888,0.7142697022435331
0.5,3,1,5,1,0.36130887993633093,0.2657083657083657,0.2222222222222222,0.8518518518518519,0.7294226133213094
1,2,5,1,10,0.35965015376780085,0.26558893781116,0.14814814814814814,0.8888888888888888,0.7138060612619618
0.5,2,1,3,10,0.3743146831382126,0.2654450487783821,0.14814814814814814,0.8888888888888888,0.7125323210427311
0.5,2,1,5,10,0.3746742364389423,0.2653846153846154,0.14814814814814814,0.8888888888888888,0.7127503102689121
1,2,1,1,1,0.3666563646955804,0.2651414429192207,0.14814814814814814,0.8148148148148148,0.7117329203960024
0.5,1,5,1,1,0.35897755113441393,0.2650853261964373,0.18518518518518517,0.7777777777777778,0.7203039778088196
0.5,1,2,5,10,0.37304739559641525,0.26507525396414283,0.18518518518518517,0.8888888888888888,0.71854703699186
2,2,2,3,10,0.37083127475284344,0.26495726495726496,0.14814814814814814,0.9259259259259259,0.7080897783711775
2,3,2,2,10,0.3673157271196487,0.2648838815505482,0.14814814814814814,0.8888888888888888,0.7111370780089329
2,5,2,2,10,0.363215832823676,0.2646867535756425,0.14814814814814814,0.8888888888888888,0.7088749894707145
2,5,2,3,10,0.36934532424728506,0.26467812023367576,0.14814814814814814,0.8888888888888888,0.7107884923449816
0.5,5,1,1,1,0.3728378375437199,0.2645644478977812,0.1111111111111111,0.8888888888888888,0.7078990374728783
2,1,2,1,10,0.3639983473316807,0.26452415896860343,0.14814814814814814,0.9259259259259259,0.7119090280989303
0.5,3,5,3,1,0.3644365438483086,0.26450113672335895,0.18518518518518517,0.8888888888888888,0.7285362316976576
1,5,5,1,1,0.3638104814575403,0.2644968200523756,0.18518518518518517,0.8518518518518519,0.7275576059544027
2,3,3,2,1,0.3650473709297239,0.2644896256007367,0.2222222222222222,0.9259259259259259,0.734114175097482
0.5,5,3,3,10,0.3713595772419302,0.26441624219402,0.14814814814814814,0.9259259259259259,0.7091361651743789
0.5,5,3,1,10,0.36493615317144734,0.26440329218106995,0.14814814814814814,0.8888888888888888,0.7103088720193044
1,2,1,2,1,0.36192971879246394,0.2642622809289476,0.14814814814814814,0.8888888888888888,0.7226791254942765
1,2,5,1,1,0.3480928294653785,0.2642291864514087,0.18518518518518517,0.8148148148148148,0.7205105810608265
0.5,2,3,5,10,0.37236623217015374,0.26418170307059197,0.18518518518518517,0.9259259259259259,0.7212493597876661
1,1,5,2,1,0.3561640247914758,0.26415004748338083,0.18518518518518517,0.9259259259259259,0.7260021335938746
2,5,5,1,0.1,0.3715605382272049,0.2641299030187919,0.2222222222222222,0.8888888888888888,0.7377187455230353
0.5,2,3,3,10,0.37118244863342903,0.2640694696250252,0.18518518518518517,0.9259259259259259,0.721877333392273
2,3,5,5,1,0.36295868256652575,0.2639169472502806,0.18518518518518517,0.8518518518518519,0.7286369410065163
1,5,2,5,10,0.3706463108423893,0.26386370830815276,0.14814814814814814,0.8518518518518519,0.7061683532219466
0.5,5,5,1,1,0.3644670144670145,0.26377161932717486,0.2222222222222222,0.8518518518518519,0.7336820987054424
2,2,2,5,10,0.3685039724255411,0.263679530346197,0.14814814814814814,0.8888888888888888,0.7051959991441085
2,2,5,2,1,0.3578023283905637,0.2636651414429192,0.18518518518518517,0.8888888888888888,0.7267713134316974
1,5,2,1,1,0.36540732325046055,0.2636190969524303,0.18518518518518517,0.8888888888888888,0.7126859277126418
0.5,2,5,1,10,0.35680971171167253,0.263581685803908,0.14814814814814814,0.8888888888888888,0.7138531138523561
2,1,1,2,1,0.36634828497573596,0.26356154133931914,0.18518518518518517,0.8888888888888888,0.7308168688609284
2,2,2,2,10,0.36163404496737833,0.2634939134939135,0.14814814814814814,0.9629629629629629,0.7114172236401695
2,3,2,3,10,0.3720397612554476,0.26336441336441335,0.14814814814814814,0.8888888888888888,0.7070236470647483
2,1,2,5,10,0.36809327201484066,0.26325937437048547,0.14814814814814814,0.9629629629629629,0.7109803468838519
1,1,1,3,1,0.3628295089079403,0.2631946243057354,0.18518518518518517,0.8518518518518519,0.7228622978663852
1,1,2,3,10,0.3725805421883854,0.2631672853895076,0.14814814814814814,0.8888888888888888,0.7130951284264531
2,1,5,3,1,0.3578577558969716,0.26314282425393537,0.14814814814814814,0.8518518518518519,0.7175835200830007
2,5,5,5,0.1,0.36611424160443773,0.263125557570002,0.14814814814814814,0.8888888888888888,0.7190665935820149
1,5,2,2,1,0.35921598372578767,0.26302771302771305,0.18518518518518517,0.8888888888888888,0.7171191464625132
0.5,1,2,2,10,0.3650825209648739,0.2629744740855852,0.18518518518518517,0.8888888888888888,0.7192814431987246
2,3,1,3,1,0.3635843822118332,0.262767273878385,0.18518518518518517,0.8518518518518519,0.7242572896738951
0.5,2,5,2,10,0.3576224791911067,0.26265504043281823,0.14814814814814814,0.9259259259259259,0.714976234852137
0.5,3,3,2,10,0.374116116272979,0.2624982013870903,0.2222222222222222,0.9259259259259259,0.727602256807068
1,5,2,3,10,0.36862001469844613,0.26229244007021785,0.14814814814814814,0.8888888888888888,0.7053481463583243
0.5,1,1,5,1,0.3595690438827694,0.2622838067282512,0.14814814814814814,0.8148148148148148,0.7146009465778974
1,5,5,1,10,0.3475460269577917,0.26225934559267894,0.14814814814814814,0.8888888888888888,0.7101580754189395
0.5,5,1,5,1,0.3632341877439917,0.26223056778612336,0.14814814814814814,0.8518518518518519,0.7205555195501768
2,2,5,1,10,0.35195860784096084,0.26218308440530663,0.14814814814814814,0.9259259259259259,0.7141287768559285
1,1,2,2,10,0.36501008069635527,0.26207228985006764,0.18518518518518517,0.8888888888888888,0.7184781851782646
1,2,1,5,1,0.361056517919263,0.26186221186221187,0.18518518518518517,0.8148148148148148,0.7218184933782421
2,5,2,1,10,0.35962682923467243,0.2617514173069729,0.14814814814814814,0.8888888888888888,0.7115069783303143
1,1,2,5,10,0.3704320008241577,0.26151112262223375,0.14814814814814814,0.8888888888888888,0.7123136144050145
2,5,2,2,1,0.35545536525928684,0.2615039281705948,0.18518518518518517,0.8888888888888888,0.7184371059977683
1,5,5,2,0.1,0.36050663207525957,0.26141183918961697,0.18518518518518517,0.8888888888888888,0.7281054332959611
2,1,3,2,1,0.35723419644988275,0.261301044634378,0.18518518518518517,0.9629629629629629,0.7273088275680577
0.5,1,1,3,1,0.355525701604133,0.2611744222855334,0.14814814814814814,0.8148148148148148,0.7144780620582374
1,5,3,2,1,0.3571821787508062,0.2609600276266943,0.18518518518518517,0.8888888888888888,0.718929949604659
0.5,2,1,2,1,0.3554904790198908,0.2609585887363665,0.14814814814814814,0.8518518518518519,0.7188582471508929
0.5,1,1,2,1,0.3578950098557942,0.2609542720653832,0.14814814814814814,0.8518518518518519,0.7193599818558215
1,5,5,5,1,0.3649561041717905,0.260772971884083,0.14814814814814814,0.8518518518518519,0.7185051247402205
2,5,2,5,10,0.3635696184715793,0.26075858298080523,0.14814814814814814,0.8888888888888888,0.7081092543939336
0.5,2,5,1,1,0.3477554399123027,0.2607398774065441,0.18518518518518517,0.7777777777777778,0.7191398224245671
0.5,3,1,3,1,0.3562509748784259,0.2607182940516274,0.2222222222222222,0.8888888888888888,0.7294231094310605
0.5,1,2,3,10,0.36482156188038545,0.26068807735474403,0.18518518518518517,0.8888888888888888,0.7174567955297669
2,2,2,1,10,0.35770224691793323,0.2606837606837607,0.14814814814814814,0.8888888888888888,0.7097193627593613
0.5,5,5,1,10,0.3475193288918779,0.26061757172868283,0.14814814814814814,0.8888888888888888,0.7100808073153103
1,1,2,1,10,0.3626605783468529,0.26060462171573284,0.18518518518518517,0.8518518518518519,0.7151261926556868
