season,celebrityname,wiki_title,pageid,cutoff_start_utc,edits_start_to_cutoff,cutoff_end_utc,edits_end_to_cutoff,edits_change,status_start,status_end,notes
17,Bill Engvall,Bill Engvall,1539811,2013-09-09T00:00:00Z,660.0,2013-11-27T00:00:00Z,672,12,ok,ok,nan
17,Bill Nye,Bill Nye,10276064,2013-09-09T00:00:00Z,3840.0,2013-11-27T00:00:00Z,3851,11,ok,ok,nan
17,Brant Daugherty,Brant Daugherty,30248112,2013-09-09T00:00:00Z,178.0,2013-11-27T00:00:00Z,201,23,ok,ok,nan
17,Christina Milian,Christina Milian,657902,2013-09-09T00:00:00Z,4616.0,2013-11-27T00:00:00Z,4671,55,ok,ok,nan
17,Corbin Bleu,Corbin Bleu,3591242,2013-09-09T00:00:00Z,5932.0,2013-11-27T00:00:00Z,5951,19,ok,ok,nan
17,Elizabeth Berkley Lauren,Elizabeth Berkley,235473,2013-09-09T00:00:00Z,1022.0,2013-11-27T00:00:00Z,1032,10,ok,ok,nan
17,Jack Osbourne,Jack Osbourne,394763,2013-09-09T00:00:00Z,915.0,2013-11-27T00:00:00Z,929,14,ok,ok,nan
17,Keyshawn Johnson,Keyshawn Johnson,638094,2013-09-09T00:00:00Z,722.0,2013-11-27T00:00:00Z,731,9,ok,ok,nan
17,Leah Remini,Leah Remini,991720,2013-09-09T00:00:00Z,1400.0,2013-11-27T00:00:00Z,1449,49,ok,ok,nan
17,"Nicole ""Snooki"" Polizzi",Snooki,25529159,2013-09-09T00:00:00Z,1471.0,2013-11-27T00:00:00Z,1511,40,ok,ok,nan
17,Valerie Harper,Valerie Harper,351501,2013-09-09T00:00:00Z,567.0,2013-11-27T00:00:00Z,589,22,ok,ok,nan
18,Amy Purdy,Amy Purdy,2457365,2014-03-10T00:00:00Z,141.0,2014-05-21T00:00:00Z,214,73,ok,ok,nan
18,Billy Dee Williams,Billy Dee Williams,433992,2014-03-10T00:00:00Z,1049.0,2014-05-21T00:00:00Z,1080,31,ok,ok,nan
18,Candace Cameron Bure,Candace Cameron Bure,21424406,2014-03-10T00:00:00Z,1242.0,2014-05-21T00:00:00Z,1276,34,ok,ok,nan
18,Charlie White,Charles White,6113954,2014-03-10T00:00:00Z,nan,2014-05-21T00:00:00Z,93,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
18,Cody Simpson,Cody Simpson,27367390,2014-03-10T00:00:00Z,1475.0,2014-05-21T00:00:00Z,1588,113,ok,ok,nan
18,Danica McKellar,Danica McKellar,146089,2014-03-10T00:00:00Z,966.0,2014-05-21T00:00:00Z,982,16,ok,ok,nan
18,Diana Nyad,Diana Nyad,2329635,2014-03-10T00:00:00Z,593.0,2014-05-21T00:00:00Z,617,24,ok,ok,nan
18,Drew Carey,Drew Carey,18842230,2014-03-10T00:00:00Z,2495.0,2014-05-21T00:00:00Z,2521,26,ok,ok,nan
18,James Maslow,James Maslow,25259595,2014-03-10T00:00:00Z,nan,2014-05-21T00:00:00Z,2183,,api_error,ok,"count_revisions request failed: HTTPSConnectionPool(host='en.wikipedia.org', port=443): Read timed out. (read timeout=20.0)"
18,Meryl Davis,Meryl Davis,7847641,2014-03-10T00:00:00Z,927.0,2014-05-21T00:00:00Z,971,44,ok,ok,nan
18,NeNe Leakes,NeNe Leakes,24657439,2014-03-10T00:00:00Z,585.0,2014-05-21T00:00:00Z,650,65,ok,ok,nan
18,Sean Avery,Sean Avery,914114,2014-03-10T00:00:00Z,3044.0,2014-05-21T00:00:00Z,3062,18,ok,ok,nan
19,Alfonso Ribeiro,Alfonso Ribeiro,1828686,2014-09-08T00:00:00Z,1637.0,2014-11-26T00:00:00Z,1698,61,ok,ok,nan
19,Antonio Sabato Jr.,Antonio Sabàto Jr.,30872446,2014-09-08T00:00:00Z,574.0,2014-11-26T00:00:00Z,586,12,ok,ok,nan
19,Bethany Mota,Bethany Mota,42673887,2014-09-08T00:00:00Z,250.0,2014-11-26T00:00:00Z,403,153,ok,ok,nan
19,Betsey Johnson,Betsey Johnson,2234792,2014-09-08T00:00:00Z,426.0,2014-11-26T00:00:00Z,436,10,ok,ok,nan
19,Janel Parrish,Janel Parrish,12303441,2014-09-08T00:00:00Z,597.0,2014-11-26T00:00:00Z,659,62,ok,ok,nan
19,Jonathan Bennett,Jonathan Bennett,5097119,2014-09-08T00:00:00Z,nan,2014-11-26T00:00:00Z,32,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
19,Lea Thompson,Lea Thompson,399162,2014-09-08T00:00:00Z,644.0,2014-11-26T00:00:00Z,677,33,ok,ok,nan
19,Lolo Jones,Lolo Jones,47506158,2014-09-08T00:00:00Z,774.0,2014-11-26T00:00:00Z,786,12,ok,ok,nan
19,Michael Waltrip,Michael Waltrip,1432362,2014-09-08T00:00:00Z,1077.0,2014-11-26T00:00:00Z,1176,99,ok,ok,nan
19,Randy Couture,Randy Couture,1216791,2014-09-08T00:00:00Z,4228.0,2014-11-26T00:00:00Z,4243,15,ok,ok,nan
19,Sadie Robertson,Sadie Robertson,41427720,2014-09-08T00:00:00Z,110.0,2014-11-26T00:00:00Z,177,67,ok,ok,nan
19,Tavis Smiley,Tavis Smiley,875830,2014-09-08T00:00:00Z,561.0,2014-11-26T00:00:00Z,588,27,ok,ok,nan
19,Tommy Chong,Tommy Chong,316276,2014-09-08T00:00:00Z,1245.0,2014-11-26T00:00:00Z,1265,20,ok,ok,nan
20,Charlotte McKinney,Charlotte McKinney,45276122,2015-03-09T00:00:00Z,17.0,2015-05-20T00:00:00Z,138,121,ok,ok,nan
20,Chris Soules,Chris Soules,46298078,2015-03-09T00:00:00Z,0.0,2015-05-20T00:00:00Z,34,34,ok,ok,nan
20,Michael Sam,Michael Sam,41357456,2015-03-09T00:00:00Z,508.0,2015-05-20T00:00:00Z,520,12,ok,ok,nan
20,Nastia Liukin,Nastia Liukin,4057599,2015-03-09T00:00:00Z,1771.0,2015-05-20T00:00:00Z,1804,33,ok,ok,nan
20,Noah Galloway,Noah Galloway,45700998,2015-03-09T00:00:00Z,0.0,2015-05-20T00:00:00Z,139,139,ok,ok,nan
20,Patti LaBelle,Patti LaBelle,186089,2015-03-09T00:00:00Z,2294.0,2015-05-20T00:00:00Z,2332,38,ok,ok,nan
20,Redfoo,Redfoo,33285056,2015-03-09T00:00:00Z,790.0,2015-05-20T00:00:00Z,878,88,ok,ok,nan
20,Riker Lynch,Riker Lynch,31383036,2015-03-09T00:00:00Z,509.0,2015-05-20T00:00:00Z,575,66,ok,ok,nan
20,Robert Herjavec,Robert Herjavec,22333849,2015-03-09T00:00:00Z,374.0,2015-05-20T00:00:00Z,443,69,ok,ok,nan
20,Rumer Willis,Rumer Willis,1796004,2015-03-09T00:00:00Z,767.0,2015-05-20T00:00:00Z,804,37,ok,ok,nan
20,Suzanne Somers,Suzanne Somers,30876264,2015-03-09T00:00:00Z,854.0,2015-05-20T00:00:00Z,867,13,ok,ok,nan
20,Willow Shields,Willow Shields,32056806,2015-03-09T00:00:00Z,457.0,2015-05-20T00:00:00Z,512,55,ok,ok,nan
21,Alek Skarlatos,Alek Skarlatos,47705550,2015-09-07T00:00:00Z,48.0,2015-11-25T00:00:00Z,144,96,ok,ok,nan
21,Alexa PenaVega,Alexa PenaVega,636701,2015-09-07T00:00:00Z,2076.0,2015-11-25T00:00:00Z,2132,56,ok,ok,nan
21,Andy Grammer,Andy Grammer,31284480,2015-09-07T00:00:00Z,734.0,2015-11-25T00:00:00Z,782,48,ok,ok,nan
21,Bindi Irwin,Bindi Irwin,7075860,2015-09-07T00:00:00Z,2005.0,2015-11-25T00:00:00Z,2101,96,ok,ok,nan
21,Carlos PenaVega,Carlos PenaVega,25896674,2015-09-07T00:00:00Z,1878.0,2015-11-25T00:00:00Z,1937,59,ok,ok,nan
21,Chaka Khan,Chaka Khan,346473,2015-09-07T00:00:00Z,1739.0,2015-11-25T00:00:00Z,1769,30,ok,ok,nan
21,Gary Busey,Gary Busey,13030,2015-09-07T00:00:00Z,2801.0,2015-11-25T00:00:00Z,2830,29,ok,ok,nan
21,Hayes Grier,Hayes Grier,47811832,2015-09-07T00:00:00Z,0.0,2015-11-25T00:00:00Z,88,88,ok,ok,nan
21,Kim Zolciak-Biermann,Kim Zolciak,24217539,2015-09-07T00:00:00Z,1313.0,2015-11-25T00:00:00Z,1399,86,ok,ok,nan
21,Nick Carter,Nick Carter,1358569,2015-09-07T00:00:00Z,2947.0,2015-11-25T00:00:00Z,3010,63,ok,ok,nan
21,Paula Deen,Paula Deen,1587917,2015-09-07T00:00:00Z,2271.0,2015-11-25T00:00:00Z,2309,38,ok,ok,nan
21,Tamar Braxton,Tamar Braxton,1626277,2015-09-07T00:00:00Z,1724.0,2015-11-25T00:00:00Z,1828,104,ok,ok,nan
21,Victor Espinoza,Victor Espinoza,9631181,2015-09-07T00:00:00Z,242.0,2015-11-25T00:00:00Z,251,9,ok,ok,nan
22,Antonio Brown,Antonio Brown,25725265,2016-03-14T00:00:00Z,1035.0,2016-05-25T00:00:00Z,1175,140,ok,ok,nan
22,Doug Flutie,Doug Flutie,189559,2016-03-14T00:00:00Z,1548.0,2016-05-25T00:00:00Z,1573,25,ok,ok,nan
22,Geraldo Rivera,Geraldo Rivera,156507,2016-03-14T00:00:00Z,2341.0,2016-05-25T00:00:00Z,2368,27,ok,ok,nan
22,Ginger Zee,Ginger Zee,37160404,2016-03-14T00:00:00Z,212.0,2016-05-25T00:00:00Z,226,14,ok,ok,nan
22,Jodie Sweetin,Jodie Sweetin,162084,2016-03-14T00:00:00Z,1432.0,2016-05-25T00:00:00Z,1455,23,ok,ok,nan
22,Kim Fields,Kim Fields,809006,2016-03-14T00:00:00Z,436.0,2016-05-25T00:00:00Z,472,36,ok,ok,nan
22,Marla Maples,Marla Maples,473806,2016-03-14T00:00:00Z,497.0,2016-05-25T00:00:00Z,542,45,ok,ok,nan
22,Mischa Barton,Mischa Barton,291520,2016-03-14T00:00:00Z,3324.0,2016-05-25T00:00:00Z,3328,4,ok,ok,nan
22,Nyle DiMarco,Nyle DiMarco,47599064,2016-03-14T00:00:00Z,247.0,2016-05-25T00:00:00Z,313,66,ok,ok,nan
22,Paige VanZant,Paige VanZant,44481963,2016-03-14T00:00:00Z,231.0,2016-05-25T00:00:00Z,259,28,ok,ok,nan
22,Von Miller,Von Miller,24848538,2016-03-14T00:00:00Z,969.0,2016-05-25T00:00:00Z,1094,125,ok,ok,nan
22,Wanya Morris,Wanya Morris,1963493,2016-03-14T00:00:00Z,190.0,2016-05-25T00:00:00Z,195,5,ok,ok,nan
23,Amber Rose,Amber Rose,22488385,2016-09-05T00:00:00Z,2234.0,2016-11-23T00:00:00Z,2346,112,ok,ok,nan
23,Babyface,Babyface,1429186,2016-09-05T00:00:00Z,nan,2016-11-23T00:00:00Z,93,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
23,Calvin Johnson Jr.,Calvin Johnson,11061916,2016-09-05T00:00:00Z,3190.0,2016-11-23T00:00:00Z,3262,72,ok,ok,nan
23,Jake T. Austin,Jake T. Austin,11470826,2016-09-05T00:00:00Z,4154.0,2016-11-23T00:00:00Z,4159,5,ok,ok,nan
23,James Hinchcliffe,James Hinchcliffe,7914439,2016-09-05T00:00:00Z,364.0,2016-11-23T00:00:00Z,383,19,ok,ok,nan
23,Jana Kramer,Jana Kramer,23486950,2016-09-05T00:00:00Z,888.0,2016-11-23T00:00:00Z,948,60,ok,ok,nan
23,Laurie Hernandez,Laurie Hernandez,40600541,2016-09-05T00:00:00Z,216.0,2016-11-23T00:00:00Z,310,94,ok,ok,nan
23,Marilu Henner,Marilu Henner,559311,2016-09-05T00:00:00Z,643.0,2016-11-23T00:00:00Z,656,13,ok,ok,nan
23,Maureen McCormick,Maureen McCormick,3632577,2016-09-05T00:00:00Z,1122.0,2016-11-23T00:00:00Z,1134,12,ok,ok,nan
23,Rick Perry,Rick Perry,545253,2016-09-05T00:00:00Z,5257.0,2016-11-23T00:00:00Z,5318,61,ok,ok,nan
23,Ryan Lochte,Ryan Lochte,4057953,2016-09-05T00:00:00Z,1880.0,2016-11-23T00:00:00Z,1952,72,ok,ok,nan
23,Terra Jole,Terra Jolé,52051491,2016-09-05T00:00:00Z,0.0,2016-11-23T00:00:00Z,21,21,ok,ok,nan
23,Vanilla Ice,Vanilla Ice,180532,2016-09-05T00:00:00Z,3871.0,2016-11-23T00:00:00Z,3896,25,ok,ok,nan
24,Bonner Bolton,Bonner Bolton,53549975,2017-03-13T00:00:00Z,0.0,2017-05-24T00:00:00Z,23,23,ok,ok,nan
24,Charo,Charo,169281,2017-03-13T00:00:00Z,1218.0,2017-05-24T00:00:00Z,1283,65,ok,ok,nan
24,Chris Kattan,Chris Kattan,577779,2017-03-13T00:00:00Z,780.0,2017-05-24T00:00:00Z,800,20,ok,ok,nan
24,David Ross,David Ross,1824177,2017-03-13T00:00:00Z,nan,2017-05-24T00:00:00Z,88,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
24,Erika Jayne,Erika Jayne,12889576,2017-03-13T00:00:00Z,463.0,2017-05-24T00:00:00Z,516,53,ok,ok,nan
24,Heather Morris,Heather Morris,25727676,2017-03-13T00:00:00Z,1308.0,2017-05-24T00:00:00Z,1348,40,ok,ok,nan
24,Mr. T,Mr. T,19019,2017-03-13T00:00:00Z,5523.0,2017-05-24T00:00:00Z,5536,13,ok,ok,nan
24,Nancy Kerrigan,Nancy Kerrigan,332815,2017-03-13T00:00:00Z,944.0,2017-05-24T00:00:00Z,962,18,ok,ok,nan
24,Nick Viall,Nick Viall,53562441,2017-03-13T00:00:00Z,0.0,2017-05-24T00:00:00Z,59,59,ok,ok,nan
24,Normani,Normani,38879280,2017-03-13T00:00:00Z,95.0,2017-05-24T00:00:00Z,97,2,ok,ok,nan
24,Rashad Jennings,Rashad Jennings,20824224,2017-03-13T00:00:00Z,239.0,2017-05-24T00:00:00Z,270,31,ok,ok,nan
24,Simone Biles,Simone Biles,38659992,2017-03-13T00:00:00Z,1396.0,2017-05-24T00:00:00Z,1472,76,ok,ok,nan
25,Barbara Corcoran,Barbara Corcoran,26030611,2017-09-11T00:00:00Z,278.0,2017-11-22T00:00:00Z,304,26,ok,ok,nan
25,Debbie Gibson,Debbie Gibson,155723,2017-09-11T00:00:00Z,2076.0,2017-11-22T00:00:00Z,2102,26,ok,ok,nan
25,Derek Fisher,Derek Fisher,1246851,2017-09-11T00:00:00Z,2431.0,2017-11-22T00:00:00Z,2436,5,ok,ok,nan
25,Drew Scott,Drew Scott,50066161,2017-09-11T00:00:00Z,420.0,2017-11-22T00:00:00Z,553,133,ok,ok,nan
25,Frankie Muniz,Frankie Muniz,167144,2017-09-11T00:00:00Z,4043.0,2017-11-22T00:00:00Z,4099,56,ok,ok,nan
25,Jordan Fisher,Jordan Fisher,11426541,2017-09-11T00:00:00Z,207.0,2017-11-22T00:00:00Z,252,45,ok,ok,nan
25,Lindsey Stirling,Lindsey Stirling,33554195,2017-09-11T00:00:00Z,nan,2017-11-22T00:00:00Z,2381,,api_error,ok,"count_revisions request failed: HTTPSConnectionPool(host='en.wikipedia.org', port=443): Read timed out. (read timeout=20.0)"
25,Nick Lachey,Nick Lachey,762775,2017-09-11T00:00:00Z,2706.0,2017-11-22T00:00:00Z,2712,6,ok,ok,nan
25,Nikki Bella,Nikki Bella,50282071,2017-09-11T00:00:00Z,1220.0,2017-11-22T00:00:00Z,1248,28,ok,ok,nan
25,Sasha Pieterse,Sasha Pieterse,2211870,2017-09-11T00:00:00Z,1940.0,2017-11-22T00:00:00Z,1971,31,ok,ok,nan
25,Terrell Owens,Terrell Owens,428819,2017-09-11T00:00:00Z,8127.0,2017-11-22T00:00:00Z,8407,280,ok,ok,nan
25,Vanessa Lachey,Vanessa Lachey,1888621,2017-09-11T00:00:00Z,1777.0,2017-11-22T00:00:00Z,1785,8,ok,ok,nan
25,Victoria Arlen,Victoria Arlen,36894272,2017-09-11T00:00:00Z,73.0,2017-11-22T00:00:00Z,83,10,ok,ok,nan
26,Adam Rippon,Adam Rippon,12537457,2018-04-23T00:00:00Z,949.0,2018-05-22T00:00:00Z,952,3,ok,ok,nan
26,Arike Ogunbowale,Arike Ogunbowale,57059914,2018-04-23T00:00:00Z,25.0,2018-05-22T00:00:00Z,29,4,ok,ok,nan
26,Chris Mazdzer,Chris Mazdzer,25625908,2018-04-23T00:00:00Z,88.0,2018-05-22T00:00:00Z,88,0,ok,ok,nan
26,Jamie Anderson,Jamie Anderson,4794558,2018-04-23T00:00:00Z,nan,2018-05-22T00:00:00Z,47,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
26,Jennie Finch Daigle,Jennie Finch Daigle,nan,2018-04-23T00:00:00Z,nan,2018-05-22T00:00:00Z,,,missing_title,missing_pageid,No valid pageid from preseason CSV; cannot compute end edits. Title not found (pageid=-1)
26,Johnny Damon,Johnny Damon,608740,2018-04-23T00:00:00Z,3413.0,2018-05-22T00:00:00Z,3414,1,ok,ok,nan
26,Josh Norman,Josh Norman,35269134,2018-04-23T00:00:00Z,904.0,2018-05-22T00:00:00Z,921,17,ok,ok,nan
26,Kareem Abdul-Jabbar,Kareem Abdul-Jabbar,16899,2018-04-23T00:00:00Z,4556.0,2018-05-22T00:00:00Z,4626,70,ok,ok,nan
26,Mirai Nagasu,Mirai Nagasu,9159762,2018-04-23T00:00:00Z,1618.0,2018-05-22T00:00:00Z,1620,2,ok,ok,nan
26,Tonya Harding,Tonya Harding,48110,2018-04-23T00:00:00Z,2276.0,2018-05-22T00:00:00Z,2293,17,ok,ok,nan
27,Alexis Ren,Alexis Ren,54577289,2018-09-17T00:00:00Z,238.0,2018-11-20T00:00:00Z,283,45,ok,ok,nan
27,Bobby Bones,Bobby Bones,43073155,2018-09-17T00:00:00Z,299.0,2018-11-20T00:00:00Z,320,21,ok,ok,nan
27,Danelle Umstead,Danelle Umstead,27694146,2018-09-17T00:00:00Z,24.0,2018-11-20T00:00:00Z,29,5,ok,ok,nan
27,DeMarcus Ware,DeMarcus Ware,1806555,2018-09-17T00:00:00Z,1573.0,2018-11-20T00:00:00Z,1579,6,ok,ok,nan
27,Evanna Lynch,Evanna Lynch,3931304,2018-09-17T00:00:00Z,2614.0,2018-11-20T00:00:00Z,2645,31,ok,ok,nan
27,Joe Amabile,Joe Amabile,58468039,2018-09-17T00:00:00Z,3.0,2018-11-20T00:00:00Z,4,1,ok,ok,nan
27,John Schneider,John Schneider,319321,2018-09-17T00:00:00Z,nan,2018-11-20T00:00:00Z,57,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
27,Juan Pablo Di Pace,Juan Pablo Di Pace,2184375,2018-09-17T00:00:00Z,257.0,2018-11-20T00:00:00Z,285,28,ok,ok,nan
27,Mary Lou Retton,Mary Lou Retton,74728,2018-09-17T00:00:00Z,846.0,2018-11-20T00:00:00Z,872,26,ok,ok,nan
27,Milo Manheim,Milo Manheim,56711002,2018-09-17T00:00:00Z,155.0,2018-11-20T00:00:00Z,199,44,ok,ok,nan
27,Nancy McKeon,Nancy McKeon,806317,2018-09-17T00:00:00Z,517.0,2018-11-20T00:00:00Z,534,17,ok,ok,nan
27,Nikki Glaser,Nikki Glaser,36855494,2018-09-17T00:00:00Z,340.0,2018-11-20T00:00:00Z,352,12,ok,ok,nan
27,Tinashe,Tinashe,25831844,2018-09-17T00:00:00Z,2535.0,2018-11-20T00:00:00Z,2601,66,ok,ok,nan
28,Ally Brooke,Ally Brooke,37607502,2019-09-09T00:00:00Z,781.0,2019-11-26T00:00:00Z,807,26,ok,ok,nan
28,Hannah Brown,Hannah Brown,60215586,2019-09-09T00:00:00Z,96.0,2019-11-26T00:00:00Z,116,20,ok,ok,nan
28,James Van Der Beek,James Van Der Beek,600595,2019-09-09T00:00:00Z,1315.0,2019-11-26T00:00:00Z,1353,38,ok,ok,nan
28,Karamo Brown,Karamo Brown,54992730,2019-09-09T00:00:00Z,183.0,2019-11-26T00:00:00Z,218,35,ok,ok,nan
28,Kate Flannery,Kate Flannery,4702041,2019-09-09T00:00:00Z,334.0,2019-11-26T00:00:00Z,353,19,ok,ok,nan
28,Kel Mitchell,Kel Mitchell,661872,2019-09-09T00:00:00Z,3316.0,2019-11-26T00:00:00Z,3358,42,ok,ok,nan
28,Lamar Odom,Lamar Odom,651268,2019-09-09T00:00:00Z,2241.0,2019-11-26T00:00:00Z,2283,42,ok,ok,nan
28,Lauren Alaina,Lauren Alaina,31000171,2019-09-09T00:00:00Z,2464.0,2019-11-26T00:00:00Z,2512,48,ok,ok,nan
28,Mary Wilson,Mary Wilson,343104,2019-09-09T00:00:00Z,nan,2019-11-26T00:00:00Z,46,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
28,Ray Lewis,Ray Lewis,449982,2019-09-09T00:00:00Z,3399.0,2019-11-26T00:00:00Z,3409,10,ok,ok,nan
28,Sailor Brinkley-Cook,Sailor Brinkley Cook,41476979,2019-09-09T00:00:00Z,4.0,2019-11-26T00:00:00Z,4,0,ok,ok,nan
28,Sean Spicer,Sean Spicer,52246221,2019-09-09T00:00:00Z,1178.0,2019-11-26T00:00:00Z,1196,18,ok,ok,nan
29,AJ McLean,AJ McLean,675411,2020-09-07T00:00:00Z,1544.0,2020-11-24T00:00:00Z,1568,24,ok,ok,nan
29,Anne Heche,Anne Heche,320781,2020-09-07T00:00:00Z,1539.0,2020-11-24T00:00:00Z,1558,19,ok,ok,nan
29,Carole Baskin,Carole Baskin,63468915,2020-09-07T00:00:00Z,291.0,2020-11-24T00:00:00Z,359,68,ok,ok,nan
29,Charles Oakley,Charles Oakley,1277617,2020-09-07T00:00:00Z,642.0,2020-11-24T00:00:00Z,648,6,ok,ok,nan
29,Chrishell Stause,Chrishell Stause,2245230,2020-09-07T00:00:00Z,356.0,2020-11-24T00:00:00Z,391,35,ok,ok,nan
29,Jeannie Mai,Jeannie Mai,23970626,2020-09-07T00:00:00Z,760.0,2020-11-24T00:00:00Z,786,26,ok,ok,nan
29,Jesse Metcalfe,Jesse Metcalfe,1533111,2020-09-07T00:00:00Z,1538.0,2020-11-24T00:00:00Z,1545,7,ok,ok,nan
29,Johnny Weir,Johnny Weir,1352814,2020-09-07T00:00:00Z,2360.0,2020-11-24T00:00:00Z,2369,9,ok,ok,nan
29,Justina Machado,Justina Machado,2034846,2020-09-07T00:00:00Z,463.0,2020-11-24T00:00:00Z,468,5,ok,ok,nan
29,Kaitlyn Bristowe,Kaitlyn Bristowe,46883354,2020-09-07T00:00:00Z,220.0,2020-11-24T00:00:00Z,231,11,ok,ok,nan
29,Monica Aldama,Monica Aldama,62861622,2020-09-07T00:00:00Z,38.0,2020-11-24T00:00:00Z,56,18,ok,ok,nan
29,Nelly,Nelly,169408,2020-09-07T00:00:00Z,5805.0,2020-11-24T00:00:00Z,5811,6,ok,ok,nan
29,Nev Schulman,Nev Schulman,37689668,2020-09-07T00:00:00Z,465.0,2020-11-24T00:00:00Z,476,11,ok,ok,nan
29,Skai Jackson,Skai Jackson,33506114,2020-09-07T00:00:00Z,2061.0,2020-11-24T00:00:00Z,2074,13,ok,ok,nan
29,Veron Davis,Veron Davis,nan,2020-09-07T00:00:00Z,nan,2020-11-24T00:00:00Z,,,missing_title,missing_pageid,No valid pageid from preseason CSV; cannot compute end edits. Title not found (pageid=-1)
30,Amanda Kloots,Amanda Kloots,65906228,2021-09-13T00:00:00Z,152.0,2021-11-23T00:00:00Z,168,16,ok,ok,nan
30,Brian Austin Green,Brian Austin Green,225485,2021-09-13T00:00:00Z,2356.0,2021-11-23T00:00:00Z,2387,31,ok,ok,nan
30,Christine Chiu,Bling Empire,66472318,2021-09-13T00:00:00Z,94.0,2021-11-23T00:00:00Z,105,11,ok,ok,nan
30,Cody Rigsby,Cody Rigsby,68748127,2021-09-13T00:00:00Z,0.0,2021-11-23T00:00:00Z,8,8,ok,ok,nan
30,Iman Shumpert,Iman Shumpert,26654955,2021-09-13T00:00:00Z,1540.0,2021-11-23T00:00:00Z,1568,28,ok,ok,nan
30,Jimmie Allen,Jimmie Allen,57880949,2021-09-13T00:00:00Z,333.0,2021-11-23T00:00:00Z,359,26,ok,ok,nan
30,JoJo Siwa,JoJo Siwa,50561266,2021-09-13T00:00:00Z,1164.0,2021-11-23T00:00:00Z,1185,21,ok,ok,nan
30,Kenya Moore,Kenya Moore,2920466,2021-09-13T00:00:00Z,1169.0,2021-11-23T00:00:00Z,1192,23,ok,ok,nan
30,Martin Kove,Martin Kove,2176801,2021-09-13T00:00:00Z,667.0,2021-11-23T00:00:00Z,691,24,ok,ok,nan
30,Matt James,Matt James,7349982,2021-09-13T00:00:00Z,nan,2021-11-23T00:00:00Z,75,,disambiguation,ok,Page is a disambiguation page (pageprops.disambiguation)
30,Melanie C,Melanie C,262475,2021-09-13T00:00:00Z,5961.0,2021-11-23T00:00:00Z,6005,44,ok,ok,nan
30,Melora Hardin,Melora Hardin,1796057,2021-09-13T00:00:00Z,710.0,2021-11-23T00:00:00Z,724,14,ok,ok,nan
30,"Mike ""The Miz"" Mizanin",The Miz,2162222,2021-09-13T00:00:00Z,13402.0,2021-11-23T00:00:00Z,13422,20,ok,ok,nan
30,Olivia Jade,Olivia Jade,60216019,2021-09-13T00:00:00Z,569.0,2021-11-23T00:00:00Z,589,20,ok,ok,nan
30,Suni Lee,Sunisa Lee,59267698,2021-09-13T00:00:00Z,460.0,2021-11-23T00:00:00Z,506,46,ok,ok,nan
31,Charli D'Amelio,Charli D'Amelio,62810909.0,2022-09-12T00:00:00Z,1199.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Cheryl Ladd,Cheryl Ladd,953920.0,2022-09-12T00:00:00Z,798.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Daniel Durant,Daniel Durant,49067799.0,2022-09-12T00:00:00Z,80.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Gabby Windey,Gabby Windey,70269682.0,2022-09-12T00:00:00Z,45.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Heidi D'Amelio,Charli D'Amelio,62810909.0,2022-09-12T00:00:00Z,1199.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Jason Lewis,Jason Lewis,13598924.0,2022-09-12T00:00:00Z,nan,,,,disambiguation,missing_finale_date,Missing season_finale_date for season 31. Page is a disambiguation page (pageprops.disambiguation)
31,Jessie James Decker,Jessie James Decker,18442704.0,2022-09-12T00:00:00Z,1794.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Jordin Sparks,Jordin Sparks,3536351.0,2022-09-12T00:00:00Z,7923.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Joseph Baena,Joseph Baena,41476935.0,2022-09-12T00:00:00Z,9.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Sam Champion,Sam Champion,2833927.0,2022-09-12T00:00:00Z,649.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Selma Blair,Selma Blair,261017.0,2022-09-12T00:00:00Z,1869.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Shangela,Shangela,34803359.0,2022-09-12T00:00:00Z,818.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Teresa Giudice,Teresa Giudice,24726351.0,2022-09-12T00:00:00Z,887.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Trevor Donovan,Trevor Donovan,12517910.0,2022-09-12T00:00:00Z,566.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
31,Vinny Guadagnino,Vinny Guadagnino,25980324.0,2022-09-12T00:00:00Z,579.0,,,,ok,missing_finale_date,Missing season_finale_date for season 31. nan
