season,week,regime,n_active,k_elim,has_elim,share_entropy,share_entropy_norm,share_hhi,status,hit_set,top1,elim_rank,margin
20,4,percent,10,1,1,2.084075361515761,0.9051024293768195,0.14787412729374794,ok,1,1.0,1.0,0.012245899954667155
20,5,percent,9,1,1,1.9943498114831493,0.9076677150139003,0.1601074119313347,ok,1,1.0,1.0,0.007002413116495826
20,6,percent,8,1,1,1.8881327665381114,0.9079999262748308,0.1762312287189538,ok,1,1.0,1.0,1.000000000001e-06
20,7,percent,7,1,1,1.7570867758139697,0.9029639814906087,0.19980688583128411,ok,1,1.0,1.0,0.03149786885436234
20,8,percent,6,2,1,1.5943013336088645,0.8897965162119325,0.23816502773838102,ok,1,0.0,1.5,1.0000000000565112e-06
20,9,percent,4,1,1,1.271378317212091,0.9171055966678195,0.2986510881470166,ok,1,1.0,1.0,0.1867927523986782
20,10,percent,3,0,0,1.0013972479746547,0.9115110565426929,0.4027739515822629,ok,1,,,
21,1,percent,13,0,0,2.3010299389052795,0.8971054076414782,0.13032249861184006,ok,1,,,
21,2,percent,13,3,1,2.2950830825964386,0.8947868993670199,0.13229907652624873,ok,1,0.0,2.0,9.999999999316111e-07
21,3,percent,10,0,0,2.0750601175714887,0.9011871586788104,0.15602289493596236,ok,1,,,
21,4,percent,10,1,1,2.0617652567484943,0.8954132739857122,0.1590856024264042,ok,1,1.0,1.0,0.002148099660884195
21,5,percent,9,0,0,1.9718896077087331,0.8974456357571474,0.1709755198938836,ok,1,,,
21,6,percent,9,1,1,1.962346447115624,0.8931023561982238,0.17525886322168724,ok,1,1.0,1.0,1.000000000001e-06
21,7,percent,8,1,1,1.8238102910017724,0.8770673541168381,0.20139780878313135,ok,1,1.0,1.0,0.0009179766228112896
21,8,percent,7,1,1,1.7300756574390328,0.8890830125321756,0.20767810898562772,ok,1,1.0,1.0,0.03221381537683926
21,9,percent,6,2,1,1.6243270471677627,0.9065541860189374,0.2165390144415964,ok,1,0.0,1.5,0.1319515567694467
21,10,percent,4,0,0,1.3833407123502401,0.9978693927837488,0.25151688948042517,ok,1,,,
21,11,percent,4,1,1,1.385558391937729,0.9994691104553242,0.2503733268565328,ok,1,1.0,1.0,1.0000000000287557e-06
22,1,percent,12,0,0,2.3838786192865236,0.9593433296538137,0.10002595684314501,ok,1,,,
22,2,percent,12,1,1,2.3999074964290896,0.9657938243409818,0.09826703029520276,ok,1,1.0,1.0,1.000000000001e-06
22,3,percent,11,1,1,2.300026793016398,0.9591856738314684,0.10973299082938356,ok,1,1.0,1.0,9.99999999945489e-07
22,4,percent,10,1,1,2.156938542037527,0.9367465066113431,0.13018879256160287,ok,1,1.0,1.0,0.018133580052467874
