overall_objective_mean,overall_mean_sq_rank_diff,overall_weekly_elim_match_rate,overall_elim_week_mae,overall_alpha_mean,overall_alpha_std
0.06433467007150673,0.1140142517814727,1.0,0.0,0.12068487727632621,0.11464939353166301
