season,week,celebrity_name,s_share_mean,s_share_std,s_share_p10,s_share_p50,s_share_p90
17,1,Bill Engvall,0.08533543374948405,0.011669507869735387,0.07320057281640488,0.08630170297697784,0.09669727930056816
17,1,Christina Milian,0.08117305297142438,0.01684917675673145,0.06274141865696571,0.0864224789492593,0.09540514650361512
17,1,"Nicole ""Snooki"" Polizzi",0.08289684218539546,0.014541006122825374,0.06639560362254694,0.08867422512615752,0.09477617439563435
17,1,Jack Osbourne,0.08868404525641731,0.013979087492645348,0.07473021002602927,0.0888183243443928,0.10253045721642494
17,1,Bill Nye,0.061906220729814776,0.010170973990910949,0.052685671634855526,0.06012478640919108,0.07255191728127298
17,2,Valerie Harper,0.06511691664533145,0.013756781982136536,0.05275289726208075,0.061006955224122625,0.08076890516554923
17,2,Brant Daugherty,0.08375665819735387,0.014817055535313805,0.06881966277941293,0.08284959469927566,0.09941930441375739
17,2,Elizabeth Berkley Lauren,0.0903987122196239,0.009705092967854559,0.08241789624300902,0.08697902773499705,0.10111527578394022
17,2,Leah Remini,0.09095578016645939,0.016798254047709713,0.07590364730148348,0.08770380044244404,0.10860949681064758
17,2,Corbin Bleu,0.09953621932264133,0.026705220923262406,0.07288069411175623,0.09523695127209447,0.1296311589739639
17,2,Amber Riley,0.12777878489806244,0.015439400482080163,0.11051175475053547,0.1303873888480878,0.1429589318855691
17,2,Keyshawn Johnson,0.053484034902121974,0.017291835580345437,0.0347571585602299,0.056339454106059714,0.06992657588086384
17,2,Bill Engvall,0.08101581636378984,0.01193130804939126,0.06802079191749409,0.0825384722763125,0.09279271608006745
17,2,Christina Milian,0.08726747567960676,0.01653495872069394,0.06917688925742732,0.09382016003853394,0.10011591461464447
17,2,"Nicole ""Snooki"" Polizzi",0.07633626157257083,0.014781566418816864,0.05983513121905711,0.08039091841087681,0.08959366645543974
17,2,Jack Osbourne,0.0927195903857519,0.01487614938057296,0.07742330884415577,0.09287989240422376,0.1078876303125705
17,2,Bill Nye,0.05163374964668639,0.008968912442447968,0.04194240803683581,0.05183708291253662,0.06116242464385679
17,3,Valerie Harper,0.059549266702852696,0.01197436168013645,0.04979920323544945,0.054686317555193126,0.0731896894883836
17,3,Brant Daugherty,0.08834683538430381,0.014104822245394852,0.0737829006369007,0.08804465031048736,0.10315251819076007
17,3,Elizabeth Berkley Lauren,0.09324401905626839,0.0108140226071154,0.08468302867960041,0.08891871868507463,0.10526524972989136
17,3,Leah Remini,0.09255200724330961,0.017181266268941137,0.07682809975021437,0.08954135915127097,0.11068443321003577
17,3,Corbin Bleu,0.10394245863066211,0.02808280300168629,0.0764215090451971,0.09854186839341689,0.1357838804059233
17,3,Amber Riley,0.13005412724540236,0.016220657305497453,0.11174327645440042,0.13316919608221184,0.14587292296695673
17,3,Keyshawn Johnson,0.04098276190552917,0.016757714483656087,0.024332805455551814,0.03979688835384673,0.058581417196852496
17,3,Bill Engvall,0.08245995268711073,0.012495838242583332,0.06905160413799975,0.08347931579031397,0.09505281075365914
17,3,Christina Milian,0.09092758647913898,0.016389710982485057,0.07296720841960674,0.09817161629722843,0.10309274068419967
17,3,"Nicole ""Snooki"" Polizzi",0.07860613065662493,0.014851007968979871,0.06208465656994602,0.08332479507663561,0.09135267320729529
17,3,Jack Osbourne,0.09187772584636503,0.01451940917626674,0.07668355171099533,0.09275538573203228,0.10636977207320096
17,3,Bill Nye,0.04745712816243222,0.00884881325969422,0.037628953580109384,0.048341961851693316,0.0565774357933462
17,4,Valerie Harper,0.059146494659957125,0.010694248914193422,0.05077810750286914,0.05501385050744649,0.07082099713905361
17,4,Brant Daugherty,0.08963754889241728,0.015425647341016967,0.0746784853541377,0.08723901088231836,0.10651544283877601
17,4,Elizabeth Berkley Lauren,0.10199406038435957,0.012302775983617108,0.09281698642229864,0.0966426332277723,0.11545227607169031
17,4,Leah Remini,0.09729696890895366,0.016507337920830114,0.08225032578612515,0.09367128505267161,0.11524415911680784
17,4,Corbin Bleu,0.11318909800834423,0.029048880629689366,0.08516871692577897,0.10689112908575624,0.14624785422897987
17,4,Amber Riley,0.14077744336867778,0.017703460040503938,0.12066132395398449,0.14447337716178682,0.15793681574888385
17,4,Keyshawn Johnson,0.0,0.0,0.0,0.0,0.0
17,4,Bill Engvall,0.08390161575723273,0.01317125864434947,0.06923496911622772,0.085472729487197,0.09731137141426632
17,4,Christina Milian,0.09560327565246368,0.0164932421479578,0.07734161292466457,0.10156515660275978,0.1090954336200259
17,4,"Nicole ""Snooki"" Polizzi",0.08324863649937245,0.015592833398811323,0.06632841861942207,0.08734941561307182,0.09688823108836335
17,4,Jack Osbourne,0.09667363649065477,0.014325297023502756,0.08140023855467171,0.09895488823206942,0.1101220330335061
17,4,Bill Nye,0.03853122137756676,0.010073635271090876,0.028250597335384046,0.037325822662088365,0.04977616439213219
17,5,Valerie Harper,0.04714431464412464,0.008440466198240605,0.03816302149361087,0.04691011132158328,0.056312970452671494
17,5,Brant Daugherty,0.09588407732304854,0.015290371602374373,0.08152467848426365,0.09274892860622112,0.11275159513529537
17,5,Elizabeth Berkley Lauren,0.10753013751834056,0.013535077915735251,0.09739722871170249,0.10190786242063232,0.12216086640314522
17,5,Leah Remini,0.09783412636134414,0.014412721415227541,0.08487847631274886,0.09397695681746782,0.11387551204504046
17,5,Corbin Bleu,0.12171663856460282,0.029597383063656144,0.09359266106413731,0.11464318370559215,0.15549937995227686
17,5,Amber Riley,0.14691818318161676,0.017955431148149237,0.12642817340165757,0.1512643708775018,0.1639312428048679
17,5,Keyshawn Johnson,0.0,0.0,0.0,0.0,0.0
17,5,Bill Engvall,0.0870781293816196,0.014299343994969644,0.07107583578366436,0.08892501519474766,0.10160291432907237
17,5,Christina Milian,0.10320089207470493,0.016066370205041446,0.08543473109424389,0.10900583459607792,0.11632309903806758
17,5,"Nicole ""Snooki"" Polizzi",0.08941411804489155,0.016462624138756415,0.07180488677966891,0.09423813888175975,0.10316413264061963
17,5,Jack Osbourne,0.10327938290570657,0.015137386896562115,0.08674939275412702,0.10643765341406389,0.11728275665060027
17,5,Bill Nye,0.0,0.0,0.0,0.0,0.0
17,6,Valerie Harper,0.0,0.0,0.0,0.0,0.0
17,6,Brant Daugherty,0.10571856656134822,0.014667985816006746,0.09190407590908965,0.10276473969469477,0.12189611870692957
17,6,Elizabeth Berkley Lauren,0.11927691607892155,0.015271174074511978,0.10787507965575546,0.11245113119744637,0.13613938040726778
17,6,Leah Remini,0.10474821558646531,0.014417168289744521,0.09157255105043526,0.10108430177047893,0.12085501117528448
17,6,Corbin Bleu,0.12776863793840884,0.02926698716612535,0.0999611248651554,0.12076999204360328,0.1611750677275067
17,6,Amber Riley,0.16117844538659584,0.02066941676441555,0.1374873227087734,0.16704254066532956,0.18017829184143133
17,6,Keyshawn Johnson,0.0,0.0,0.0,0.0,0.0
17,6,Bill Engvall,0.09008768149771607,0.014854093932667902,0.07331643187020775,0.0926181292812916,0.10483457289836394
17,6,Christina Milian,0.08412314555979086,0.01811628492896968,0.06632388010410079,0.08283675409435633,0.10295152418782857
17,6,"Nicole ""Snooki"" Polizzi",0.09798117181854125,0.01707469335310418,0.07973527961501711,0.1038182602153421,0.11155739330462473
17,6,Jack Osbourne,0.10911721957221208,0.015569544581962007,0.09206553973885559,0.11282918705071804,0.12319932542276381
17,6,Bill Nye,0.0,0.0,0.0,0.0,0.0
17,7,Valerie Harper,0.0,0.0,0.0,0.0,0.0
17,7,Brant Daugherty,0.12013739332116709,0.0161630236712898,0.10489202644833169,0.11709481402301868,0.1378168236325212
17,7,Elizabeth Berkley Lauren,0.1220650167851651,0.01303649848571844,0.11039378324918082,0.11855066745477308,0.13654772978546298
17,7,Leah Remini,0.1047335504877886,0.010390030060662855,0.09707377023506794,0.10014315021672199,0.11606565095736254
17,7,Corbin Bleu,0.152847259696982,0.03370717343230711,0.12094534757049132,0.14465163335286718,0.19130567289876457
17,7,Amber Riley,0.19008881868629102,0.02512736591097041,0.16123630849107928,0.19839196331005143,0.21229881318249436
17,7,Keyshawn Johnson,0.0,0.0,0.0,0.0,0.0
